State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Karnataka,35.43,Yamaha,R15 V4,"? 2,33,178.00",2022,227,Electric,94.07,Second,2022,Expired,Individual,"? 1,38,623.99",Tier 1
Maharashtra,55.53,Royal Enfield,Meteor 350,"? 81,223.00",2020,950,Petrol,27.43,Second,2023,Expired,Dealer,"? 59,929.19",Tier 3
Gujarat,63.82,Honda,Dio,"? 1,28,598.00",2016,402,Petrol,46.95,Third,2018,Active,Individual,"? 83,266.50",Tier 2
Rajasthan,56.93,Royal Enfield,Classic 350,"? 3,95,080.00",2016,552,Petrol,42.68,Third,2021,Not Available,Dealer,"? 2,89,983.60",Metro
Uttar Pradesh,63.85,Hero,HF Deluxe,"? 2,33,914.00",2021,484,Hybrid,71.99,Second,2021,Active,Individual,"? 1,85,800.78",Tier 2
Karnataka,45.40,Honda,Dio,"? 2,40,199.00",2019,726,Electric,95.09,Second,2022,Active,Individual,"? 1,38,357.51",Tier 3
West Bengal,24.69,Bajaj,CT 100,"? 77,086.00",2024,716,Hybrid,91.08,Third,2024,Not Available,Individual,"? 38,270.77",Tier 2
Tamil Nadu,31.21,Kawasaki,Versys 650,"? 3,46,685.00",2017,142,Hybrid,81.88,Third,2019,Active,Dealer,"? 2,13,593.07",Tier 3
Madhya Pradesh,53.04,Royal Enfield,Classic 350,"? 1,15,226.00",2022,186,Electric,71.54,Second,2023,Expired,Dealer,"? 60,886.54",Tier 2
Uttar Pradesh,53.73,Honda,Dio,"? 3,15,858.00",2015,685,Hybrid,81.44,First,2015,Active,Dealer,"? 1,26,707.51",Tier 3
Rajasthan,55.64,Kawasaki,Versys 650,"? 2,47,653.00",2019,941,Electric,64.46,Third,2019,Active,Dealer,"? 1,36,136.76",Metro
Uttar Pradesh,40.26,Yamaha,Ray ZR,"? 2,59,305.00",2018,884,Petrol,49.31,Third,2020,Active,Dealer,"? 1,69,855.46",Metro
Maharashtra,72.00,Bajaj,Avenger 220,"? 1,98,651.00",2020,233,Petrol,42.35,Second,2022,Expired,Individual,"? 81,149.62",Tier 2
Tamil Nadu,49.11,Yamaha,Fascino 125,"? 1,82,320.00",2023,930,Electric,84.76,Third,2023,Not Available,Individual,"? 73,749.09",Tier 1
Karnataka,36.68,Bajaj,Avenger 220,"? 2,04,589.00",2024,374,Hybrid,80.02,Second,2024,Active,Individual,"? 1,10,639.44",Tier 3
Gujarat,65.80,KTM,390 Adventure,"? 2,02,009.00",2016,980,Petrol,31.23,Second,2022,Active,Individual,"? 85,967.48",Tier 2
Uttar Pradesh,41.80,Bajaj,Pulsar 150,"? 3,71,751.00",2016,367,Petrol,30.06,Third,2018,Active,Dealer,"? 1,59,313.30",Tier 2
Delhi,16.74,Yamaha,R15 V4,"? 3,18,860.00",2022,601,Hybrid,96.43,Second,2022,Expired,Dealer,"? 2,26,215.44",Tier 2
Gujarat,34.03,Yamaha,Ray ZR,"? 1,67,442.00",2019,739,Hybrid,97.6,First,2019,Not Available,Dealer,"? 1,03,223.70",Metro
Gujarat,45.13,Hero,HF Deluxe,"? 1,08,030.00",2016,384,Electric,98.62,Third,2024,Expired,Individual,"? 51,798.56",Tier 2
Rajasthan,28.96,TVS,NTorq 125,"? 2,52,003.00",2021,567,Electric,61.3,Second,2021,Active,Individual,"? 1,96,764.19",Tier 3
Rajasthan,57.58,Kawasaki,Ninja 300,"? 3,26,696.00",2024,917,Electric,95,Second,2024,Not Available,Individual,"? 2,19,695.80",Tier 1
Rajasthan,11.48,Yamaha,Ray ZR,"? 1,25,496.00",2019,937,Hybrid,74.29,First,2019,Active,Dealer,"? 66,620.14",Tier 2
Uttar Pradesh,41.78,Royal Enfield,Classic 350,"? 1,19,813.00",2017,480,Hybrid,87.89,Second,2023,Active,Individual,"? 66,933.53",Tier 3
Karnataka,42.43,Honda,Dio,"? 1,86,952.00",2017,665,Hybrid,69.46,Third,2023,Active,Dealer,"? 1,10,431.23",Metro
Delhi,52.25,Bajaj,Platina 110,"? 2,77,106.00",2020,212,Electric,86.83,Third,2022,Not Available,Dealer,"? 1,36,391.40",Tier 3
Tamil Nadu,26.90,TVS,NTorq 125,"? 83,474.00",2015,864,Hybrid,95.76,First,2015,Not Available,Dealer,"? 51,041.33",Tier 3
Gujarat,13.96,Yamaha,MT-15,"? 2,16,444.00",2021,375,Electric,92.48,Second,2023,Expired,Individual,"? 1,68,022.25",Metro
Maharashtra,49.47,Kawasaki,Versys 650,"? 1,89,778.00",2022,954,Electric,83.85,Second,2022,Not Available,Dealer,"? 92,441.27",Tier 3
Punjab,31.06,Hero,Xtreme 160R,"? 1,47,547.00",2015,768,Petrol,41.43,Third,2017,Expired,Individual,"? 1,01,467.58",Tier 2
Madhya Pradesh,15.30,Yamaha,Ray ZR,"? 2,69,505.00",2016,154,Hybrid,84.21,Second,2022,Active,Dealer,"? 1,52,520.31",Tier 2
Delhi,19.83,Hero,Xtreme 160R,"? 1,90,989.00",2015,651,Hybrid,96.74,Third,2017,Expired,Individual,"? 1,22,113.18",Tier 2
Tamil Nadu,34.37,Hero,Xtreme 160R,"? 3,01,291.00",2021,340,Electric,86.56,First,2021,Active,Dealer,"? 1,60,539.52",Tier 3
Karnataka,10.16,TVS,Sport,"? 79,387.00",2021,804,Petrol,57.05,Third,2022,Active,Individual,"? 42,994.78",Tier 1
Uttar Pradesh,46.55,Honda,Activa,"? 2,94,941.00",2020,228,Electric,66.21,Second,2020,Expired,Dealer,"? 1,59,639.99",Tier 1
Gujarat,32.50,Honda,CBR 650R,"? 1,65,112.00",2018,559,Petrol,56.4,Third,2023,Active,Individual,"? 1,24,608.87",Tier 1
Punjab,21.80,Royal Enfield,Hunter 350,"? 2,73,926.00",2015,415,Electric,67.77,Third,2017,Not Available,Individual,"? 1,89,034.52",Tier 1
Gujarat,37.99,Yamaha,MT-15,"? 1,62,047.00",2016,767,Hybrid,68.95,Second,2019,Expired,Dealer,"? 95,027.14",Tier 3
Tamil Nadu,75.05,Honda,CBR 650R,"? 2,08,128.00",2019,867,Petrol,29.77,Third,2019,Not Available,Dealer,"? 1,22,059.82",Tier 1
Tamil Nadu,43.50,KTM,390 Adventure,"? 3,16,830.00",2017,382,Hybrid,98.15,First,2017,Not Available,Individual,"? 1,52,605.16",Tier 3
Punjab,72.28,Bajaj,Avenger 220,"? 1,63,217.00",2023,744,Petrol,43.86,Second,2023,Expired,Individual,"? 76,676.00",Tier 2
Gujarat,22.97,Bajaj,Platina 110,"? 1,64,423.00",2023,222,Hybrid,86,Third,2023,Active,Dealer,"? 73,463.71",Metro
Rajasthan,11.68,Royal Enfield,Himalayan,"? 2,27,659.00",2020,266,Hybrid,86.5,First,2020,Expired,Individual,"? 1,18,459.09",Tier 3
Madhya Pradesh,60.78,Royal Enfield,Hunter 350,"? 1,57,189.00",2024,206,Hybrid,65.59,Second,2024,Not Available,Dealer,"? 1,08,322.07",Tier 2
Rajasthan,15.77,Kawasaki,Vulcan S,"? 85,354.00",2015,775,Electric,94.65,Third,2016,Expired,Individual,"? 59,656.53",Metro
Gujarat,65.63,Hero,Splendor Plus,"? 1,29,916.00",2018,445,Petrol,50.19,Third,2024,Active,Individual,"? 92,855.09",Tier 3
Tamil Nadu,42.45,Royal Enfield,Meteor 350,"? 2,87,704.00",2022,645,Electric,95.66,Third,2023,Not Available,Dealer,"? 1,97,118.88",Tier 1
Madhya Pradesh,23.88,Royal Enfield,Classic 350,"? 1,57,607.00",2018,953,Hybrid,95.16,Second,2023,Active,Individual,"? 1,01,656.91",Tier 2
Madhya Pradesh,18.90,Bajaj,Avenger 220,"? 1,25,575.00",2022,206,Petrol,47.75,Third,2024,Active,Individual,"? 61,232.55",Tier 3
Madhya Pradesh,51.83,Yamaha,R15 V4,"? 1,14,138.00",2022,334,Electric,81.67,Second,2024,Expired,Individual,"? 71,700.15",Tier 2
Karnataka,58.61,Kawasaki,Versys 650,"? 2,77,086.00",2017,468,Electric,78.61,Third,2018,Expired,Individual,"? 1,94,703.41",Tier 2
Punjab,68.61,Hero,Xtreme 160R,"? 2,59,358.00",2015,769,Electric,87.42,Second,2016,Expired,Individual,"? 1,35,980.40",Tier 3
Punjab,10.55,KTM,390 Adventure,"? 1,82,510.00",2022,795,Petrol,42.23,Third,2022,Not Available,Individual,"? 1,28,478.46",Metro
Gujarat,70.03,Bajaj,Pulsar 150,"? 3,07,560.00",2015,232,Petrol,27.99,Third,2016,Active,Dealer,"? 1,58,596.16",Tier 3
Uttar Pradesh,60.24,KTM,Duke 200,"? 84,737.00",2020,802,Hybrid,93.47,Second,2020,Not Available,Dealer,"? 60,519.57",Tier 3
Punjab,12.99,Royal Enfield,Classic 350,"? 1,92,633.00",2023,657,Hybrid,86.67,Second,2024,Not Available,Individual,"? 1,38,934.82",Metro
Rajasthan,5.88,Honda,CBR 650R,"? 2,54,288.00",2022,828,Hybrid,60.07,First,2022,Not Available,Dealer,"? 1,64,084.17",Metro
Delhi,29.93,KTM,RC 390,"? 1,76,667.00",2024,661,Hybrid,90.33,First,2024,Expired,Individual,"? 89,086.51",Tier 3
Uttar Pradesh,45.50,Bajaj,Pulsar 150,"? 3,99,456.00",2019,683,Hybrid,90.79,Second,2019,Active,Individual,"? 2,90,512.46",Tier 1
Uttar Pradesh,36.44,KTM,RC 390,"? 1,34,404.00",2021,681,Electric,88.27,Third,2021,Not Available,Dealer,"? 55,909.95",Tier 1
Gujarat,35.57,Royal Enfield,Interceptor 650,"? 1,76,096.00",2022,279,Hybrid,61.79,Second,2022,Not Available,Dealer,"? 1,05,983.30",Tier 2
Karnataka,52.59,KTM,125 Duke,"? 1,61,158.00",2015,525,Electric,72.27,Third,2024,Active,Dealer,"? 90,653.91",Metro
Maharashtra,38.64,Honda,Activa,"? 3,03,877.00",2023,897,Petrol,29.23,First,2023,Expired,Dealer,"? 1,98,938.91",Metro
Uttar Pradesh,16.20,Yamaha,MT-15,"? 1,78,874.00",2022,522,Petrol,35.01,Second,2022,Active,Individual,"? 1,02,865.25",Tier 1
Rajasthan,42.05,TVS,NTorq 125,"? 3,40,070.00",2015,829,Petrol,42.78,Second,2020,Active,Individual,"? 1,83,665.67",Tier 3
Punjab,39.33,KTM,RC 390,"? 1,97,537.00",2017,228,Petrol,47,Third,2018,Not Available,Individual,"? 1,19,047.26",Tier 2
Madhya Pradesh,65.24,TVS,Sport,"? 3,13,454.00",2016,591,Electric,60.14,First,2016,Expired,Individual,"? 1,55,831.61",Tier 2
Madhya Pradesh,46.45,Honda,Unicorn,"? 2,29,648.00",2023,558,Petrol,48.32,Third,2024,Expired,Dealer,"? 1,69,430.69",Tier 2
Delhi,58.51,TVS,Ronin,"? 2,30,856.00",2020,744,Hybrid,65.76,Third,2023,Not Available,Individual,"? 1,66,105.17",Tier 2
Karnataka,44.79,Honda,CBR 650R,"? 1,07,786.00",2020,147,Hybrid,68.21,First,2020,Expired,Individual,"? 68,268.91",Metro
Delhi,34.29,Bajaj,CT 100,"? 3,53,274.00",2017,126,Petrol,26.78,Second,2024,Not Available,Individual,"? 1,93,412.28",Tier 3
Maharashtra,68.55,TVS,Apache RTR 160,"? 1,68,753.00",2020,356,Hybrid,70.28,First,2020,Not Available,Individual,"? 67,651.74",Metro
West Bengal,16.88,TVS,Jupiter,"? 1,84,149.00",2015,763,Electric,60.49,First,2015,Expired,Dealer,"? 1,45,200.58",Tier 3
Delhi,37.25,Hero,Glamour,"? 2,10,772.00",2016,868,Electric,90.06,Second,2020,Active,Individual,"? 1,55,212.61",Tier 3
Madhya Pradesh,9.70,Honda,Dio,"? 1,89,089.00",2018,313,Petrol,37.94,First,2018,Not Available,Individual,"? 1,03,994.09",Tier 1
Tamil Nadu,36.28,Yamaha,Ray ZR,"? 3,00,186.00",2020,508,Electric,62.55,Second,2024,Active,Dealer,"? 1,63,861.02",Tier 3
Rajasthan,36.24,Honda,Dio,"? 67,814.00",2023,967,Electric,90.99,First,2023,Not Available,Individual,"? 44,198.33",Metro
Punjab,73.34,Honda,Unicorn,"? 3,34,998.00",2023,449,Electric,71.37,First,2023,Active,Individual,"? 2,47,845.79",Metro
Maharashtra,23.38,Honda,Activa,"? 95,634.00",2024,666,Hybrid,83.67,Third,2024,Expired,Dealer,"? 61,654.58",Tier 3
Gujarat,22.19,Bajaj,Platina 110,"? 2,42,492.00",2020,797,Electric,82.28,Third,2020,Not Available,Individual,"? 1,70,035.87",Metro
Gujarat,10.86,Yamaha,Ray ZR,"? 3,34,384.00",2015,396,Petrol,53,First,2015,Not Available,Individual,"? 1,72,319.47",Tier 3
Karnataka,37.78,Hero,Passion Pro,"? 3,39,638.00",2019,335,Petrol,52.2,First,2019,Expired,Dealer,"? 1,60,295.00",Tier 3
Gujarat,12.32,Bajaj,Dominar 400,"? 87,786.00",2016,178,Electric,72.26,Second,2021,Expired,Dealer,"? 45,368.97",Tier 3
Karnataka,30.07,Kawasaki,Vulcan S,"? 2,57,920.00",2022,613,Hybrid,79.03,Second,2023,Not Available,Individual,"? 1,56,348.11",Tier 3
Delhi,31.40,TVS,NTorq 125,"? 67,632.00",2023,839,Petrol,41.69,Third,2023,Not Available,Individual,"? 28,975.91",Tier 3
West Bengal,51.45,Honda,Activa,"? 2,15,582.00",2022,751,Petrol,54.69,First,2022,Not Available,Dealer,"? 1,72,121.26",Tier 3
Delhi,75.01,Royal Enfield,Interceptor 650,"? 2,93,454.00",2020,434,Electric,60.19,First,2020,Expired,Dealer,"? 1,28,623.26",Tier 2
Rajasthan,56.64,Hero,Glamour,"? 2,06,659.00",2023,925,Hybrid,76.41,First,2023,Expired,Dealer,"? 1,41,820.29",Metro
Tamil Nadu,70.56,Honda,Unicorn,"? 2,67,505.00",2018,333,Hybrid,84.62,Third,2019,Not Available,Dealer,"? 1,43,953.96",Tier 3
Delhi,70.66,Hero,Xtreme 160R,"? 3,43,649.00",2024,583,Hybrid,75.27,First,2024,Not Available,Individual,"? 2,44,834.32",Tier 3
Madhya Pradesh,70.00,Kawasaki,Ninja 300,"? 1,28,190.00",2015,689,Electric,94.95,First,2015,Expired,Dealer,"? 74,822.14",Tier 3
Punjab,77.93,Royal Enfield,Classic 350,"? 3,08,972.00",2019,413,Petrol,54.7,Third,2023,Not Available,Dealer,"? 2,11,248.62",Tier 1
Maharashtra,14.74,Honda,CBR 650R,"? 2,96,461.00",2017,546,Petrol,36.56,Third,2017,Expired,Dealer,"? 2,24,358.96",Tier 3
Madhya Pradesh,21.28,TVS,Sport,"? 1,13,718.00",2018,815,Petrol,37.08,Third,2021,Active,Individual,"? 50,060.84",Tier 1
West Bengal,47.37,Bajaj,Platina 110,"? 2,59,953.00",2023,797,Hybrid,68.78,Third,2023,Not Available,Dealer,"? 1,22,045.04",Tier 2
Maharashtra,18.00,Honda,Unicorn,"? 3,87,704.00",2024,553,Electric,80.86,Second,2024,Not Available,Individual,"? 2,34,260.61",Tier 3
Tamil Nadu,73.06,Yamaha,Ray ZR,"? 3,23,118.00",2023,961,Petrol,53.06,Second,2024,Not Available,Individual,"? 1,65,125.77",Metro
Gujarat,52.22,Royal Enfield,Classic 350,"? 88,806.00",2018,787,Petrol,40.86,Second,2021,Active,Dealer,"? 67,592.66",Tier 1
Rajasthan,74.15,Bajaj,Dominar 400,"? 1,17,639.00",2022,660,Electric,63.74,Third,2023,Active,Individual,"? 74,126.42",Metro
Uttar Pradesh,22.54,Kawasaki,Ninja 400,"? 2,41,763.00",2021,806,Electric,95.52,Third,2024,Expired,Dealer,"? 1,85,261.31",Metro
Gujarat,60.61,Royal Enfield,Himalayan,"? 2,62,960.00",2018,482,Hybrid,70.89,First,2018,Expired,Dealer,"? 1,74,030.53",Tier 1
West Bengal,75.72,Yamaha,Ray ZR,"? 3,23,142.00",2017,898,Hybrid,72.17,Second,2019,Expired,Dealer,"? 2,46,707.11",Tier 3
Madhya Pradesh,13.72,Kawasaki,Ninja 400,"? 2,22,446.00",2021,546,Petrol,35.06,Third,2021,Expired,Individual,"? 1,47,529.45",Tier 2
Tamil Nadu,63.58,Royal Enfield,Meteor 350,"? 3,67,763.00",2016,104,Hybrid,66.86,First,2016,Active,Dealer,"? 1,81,425.28",Tier 1
Gujarat,52.21,Bajaj,Avenger 220,"? 3,84,754.00",2019,199,Petrol,30.25,First,2019,Expired,Individual,"? 2,86,829.36",Metro
Rajasthan,73.57,TVS,Apache RTR 160,"? 3,79,646.00",2017,934,Electric,96.97,Second,2023,Active,Individual,"? 2,65,639.91",Tier 3
Rajasthan,27.24,Yamaha,Ray ZR,"? 3,52,289.00",2016,836,Hybrid,72.58,Second,2020,Active,Individual,"? 2,56,623.52",Metro
Maharashtra,48.93,Bajaj,Dominar 400,"? 2,34,322.00",2022,304,Hybrid,70.34,Third,2022,Not Available,Individual,"? 94,896.16",Tier 1
Gujarat,75.18,KTM,125 Duke,"? 3,78,911.00",2018,909,Petrol,57.41,Third,2023,Not Available,Dealer,"? 2,28,002.34",Tier 2
Maharashtra,74.28,Hero,Glamour,"? 3,72,050.00",2015,566,Electric,64.69,Second,2022,Expired,Dealer,"? 2,06,355.99",Metro
Maharashtra,5.53,TVS,Sport,"? 1,66,363.00",2023,547,Petrol,32.84,First,2023,Not Available,Dealer,"? 87,881.71",Tier 2
Tamil Nadu,17.83,TVS,NTorq 125,"? 95,709.00",2017,308,Electric,93.66,First,2017,Active,Dealer,"? 50,797.14",Tier 1
Maharashtra,57.02,Kawasaki,Ninja 400,"? 2,50,174.00",2017,370,Petrol,42.71,First,2017,Active,Dealer,"? 1,47,274.25",Tier 3
Punjab,11.30,Bajaj,Platina 110,"? 2,66,547.00",2017,450,Hybrid,98.65,First,2017,Not Available,Individual,"? 2,05,057.10",Tier 2
Maharashtra,26.67,Yamaha,Fascino 125,"? 2,31,546.00",2019,287,Hybrid,82.12,Second,2024,Active,Individual,"? 1,22,629.45",Tier 1
Rajasthan,52.95,Kawasaki,Vulcan S,"? 2,08,293.00",2016,478,Electric,69.43,Third,2019,Not Available,Individual,"? 93,074.51",Tier 3
Gujarat,20.89,Royal Enfield,Hunter 350,"? 2,76,824.00",2016,273,Hybrid,81.5,First,2016,Not Available,Dealer,"? 1,51,175.05",Tier 1
Maharashtra,49.77,Kawasaki,Ninja 300,"? 2,35,249.00",2017,862,Hybrid,94.39,Second,2022,Expired,Individual,"? 1,01,225.26",Tier 3
Tamil Nadu,14.38,Bajaj,Platina 110,"? 1,77,851.00",2017,143,Electric,94.45,Third,2018,Expired,Dealer,"? 78,686.03",Tier 3
Punjab,27.94,TVS,NTorq 125,"? 3,12,965.00",2020,763,Electric,89.56,Second,2022,Expired,Individual,"? 1,87,801.13",Metro
Karnataka,25.97,Yamaha,MT-15,"? 2,44,919.00",2022,247,Electric,94.74,Third,2024,Expired,Dealer,"? 1,17,413.70",Tier 3
Karnataka,73.48,Royal Enfield,Meteor 350,"? 1,03,416.00",2015,561,Electric,64.9,First,2015,Expired,Dealer,"? 43,195.42",Metro
Karnataka,21.37,Hero,Passion Pro,"? 2,89,898.00",2024,127,Hybrid,62.04,First,2024,Active,Dealer,"? 1,95,551.60",Tier 2
Karnataka,14.39,Kawasaki,Ninja 300,"? 1,75,761.00",2019,687,Petrol,41.94,First,2019,Expired,Individual,"? 1,03,683.06",Tier 3
West Bengal,13.56,Yamaha,FZ V3,"? 98,569.00",2023,610,Hybrid,97.87,First,2023,Expired,Individual,"? 69,720.18",Tier 3
Rajasthan,17.10,KTM,390 Adventure,"? 62,850.00",2023,993,Electric,60.74,Third,2023,Active,Dealer,"? 44,642.91",Metro
Madhya Pradesh,66.12,Royal Enfield,Himalayan,"? 2,32,367.00",2017,475,Hybrid,67.65,Third,2022,Expired,Dealer,"? 1,55,813.49",Tier 1
Gujarat,30.31,Kawasaki,Ninja 300,"? 1,81,843.00",2015,985,Petrol,51.85,First,2015,Not Available,Dealer,"? 1,18,700.80",Tier 3
Karnataka,66.12,Kawasaki,Ninja 300,"? 2,11,407.00",2016,740,Petrol,33.84,First,2016,Expired,Dealer,"? 1,04,579.97",Metro
Delhi,10.42,Hero,Glamour,"? 2,62,744.00",2018,149,Hybrid,67.49,Second,2018,Not Available,Dealer,"? 1,73,228.11",Tier 3
Rajasthan,15.33,Honda,Unicorn,"? 1,71,353.00",2016,738,Petrol,49.27,First,2016,Not Available,Dealer,"? 1,26,311.16",Metro
West Bengal,56.43,KTM,390 Adventure,"? 1,44,741.00",2022,810,Hybrid,60.87,Third,2022,Not Available,Dealer,"? 63,529.32",Tier 3
Gujarat,8.48,Honda,Dio,"? 3,70,481.00",2023,872,Hybrid,90.43,Third,2024,Not Available,Dealer,"? 1,73,744.48",Tier 3
Gujarat,41.34,Bajaj,Dominar 400,"? 3,34,036.00",2021,519,Petrol,38.62,Third,2024,Not Available,Dealer,"? 2,29,831.41",Metro
Karnataka,37.20,TVS,Ronin,"? 1,14,764.00",2020,582,Electric,66.43,Second,2021,Active,Dealer,"? 76,427.63",Metro
Uttar Pradesh,68.67,Yamaha,Fascino 125,"? 3,49,961.00",2024,528,Petrol,50.89,Second,2024,Not Available,Individual,"? 2,54,859.74",Tier 3
Tamil Nadu,51.96,Honda,Dio,"? 2,33,081.00",2018,566,Hybrid,89.58,Second,2019,Not Available,Dealer,"? 95,044.89",Tier 2
Uttar Pradesh,16.74,Bajaj,CT 100,"? 3,82,105.00",2019,147,Hybrid,64.72,First,2019,Expired,Dealer,"? 2,36,764.74",Tier 3
Tamil Nadu,44.28,Hero,Passion Pro,"? 2,60,419.00",2022,711,Petrol,50.14,First,2022,Expired,Individual,"? 1,32,505.45",Tier 2
Punjab,65.92,TVS,Ronin,"? 2,57,631.00",2022,945,Petrol,32.68,Second,2022,Not Available,Dealer,"? 1,35,359.93",Tier 1
Madhya Pradesh,18.66,Kawasaki,Vulcan S,"? 2,25,812.00",2020,423,Petrol,43.12,Second,2022,Not Available,Individual,"? 1,70,859.85",Metro
Delhi,17.91,Royal Enfield,Interceptor 650,"? 1,69,327.00",2016,560,Electric,75.64,Second,2016,Active,Individual,"? 1,19,887.55",Metro
Gujarat,62.40,Royal Enfield,Meteor 350,"? 2,32,576.00",2016,503,Petrol,42.39,First,2016,Active,Dealer,"? 1,54,606.56",Metro
Delhi,42.00,Yamaha,FZ V3,"? 88,394.00",2016,602,Hybrid,95.64,Second,2023,Active,Individual,"? 54,465.78",Tier 3
Rajasthan,21.69,Yamaha,Ray ZR,"? 3,59,217.00",2021,448,Petrol,33.03,Second,2022,Expired,Dealer,"? 2,82,505.91",Tier 2
Karnataka,18.15,TVS,Sport,"? 3,81,980.00",2019,913,Hybrid,75.53,Second,2019,Not Available,Dealer,"? 2,62,432.60",Tier 2
Madhya Pradesh,61.45,Kawasaki,Ninja 300,"? 2,05,708.00",2023,680,Petrol,51.81,First,2023,Expired,Individual,"? 88,921.82",Metro
Rajasthan,15.16,Yamaha,R15 V4,"? 1,60,852.00",2019,836,Petrol,27.21,First,2019,Not Available,Dealer,"? 73,345.45",Tier 1
Delhi,25.96,Bajaj,CT 100,"? 2,99,121.00",2015,635,Electric,62.16,Second,2020,Active,Individual,"? 1,72,028.27",Metro
Gujarat,27.45,Yamaha,MT-15,"? 1,09,880.00",2019,695,Electric,86.78,First,2019,Expired,Individual,"? 54,794.56",Tier 3
Punjab,46.83,Bajaj,CT 100,"? 1,68,372.00",2020,639,Petrol,28.55,First,2020,Expired,Dealer,"? 70,169.17",Tier 3
Madhya Pradesh,55.98,Bajaj,CT 100,"? 2,16,288.00",2022,531,Hybrid,60.17,Third,2024,Active,Individual,"? 1,03,902.97",Tier 1
Delhi,70.61,Kawasaki,Ninja 400,"? 1,16,541.00",2015,114,Petrol,56.56,First,2015,Active,Individual,"? 55,474.50",Tier 1
Maharashtra,5.25,Honda,Shine,"? 3,04,998.00",2018,332,Electric,72.91,Third,2019,Not Available,Individual,"? 1,40,799.26",Tier 3
West Bengal,28.92,Hero,Splendor Plus,"? 2,25,481.00",2021,126,Petrol,30.66,Third,2023,Active,Individual,"? 1,12,163.46",Tier 1
Punjab,54.55,Honda,Shine,"? 66,832.00",2020,936,Petrol,32.71,First,2020,Expired,Dealer,"? 27,805.64",Tier 2
Madhya Pradesh,16.80,KTM,125 Duke,"? 1,08,115.00",2015,762,Hybrid,70.51,First,2015,Not Available,Dealer,"? 69,220.06",Tier 2
Uttar Pradesh,10.19,Honda,CBR 650R,"? 55,835.00",2018,238,Hybrid,64.91,Second,2020,Not Available,Individual,"? 29,253.13",Tier 1
Uttar Pradesh,56.81,Hero,Xtreme 160R,"? 1,34,960.00",2019,316,Hybrid,72.2,Third,2024,Expired,Individual,"? 70,171.51",Tier 3
Tamil Nadu,79.67,Hero,Xtreme 160R,"? 3,46,580.00",2022,675,Petrol,56.49,Second,2023,Not Available,Individual,"? 1,70,853.90",Metro
Tamil Nadu,59.93,Hero,Passion Pro,"? 89,854.00",2024,197,Petrol,26.79,Second,2024,Not Available,Dealer,"? 68,962.03",Metro
West Bengal,18.81,TVS,Jupiter,"? 3,80,558.00",2016,813,Hybrid,92.88,First,2016,Active,Individual,"? 2,26,843.78",Tier 2
Punjab,57.30,Honda,CBR 650R,"? 1,48,173.00",2021,560,Hybrid,74.51,Second,2024,Expired,Individual,"? 1,04,561.41",Tier 3
Punjab,32.20,Yamaha,Ray ZR,"? 2,38,302.00",2020,510,Hybrid,96.35,Second,2020,Not Available,Individual,"? 1,01,004.51",Tier 2
Maharashtra,35.33,Yamaha,FZ V3,"? 3,77,848.00",2015,940,Electric,61.28,Second,2016,Active,Individual,"? 2,56,433.19",Metro
Tamil Nadu,8.44,Royal Enfield,Hunter 350,"? 2,07,174.00",2018,995,Electric,81.87,Second,2023,Expired,Dealer,"? 1,37,986.06",Metro
Punjab,15.75,Royal Enfield,Himalayan,"? 3,08,391.00",2016,169,Petrol,29.69,First,2016,Expired,Individual,"? 1,30,781.23",Tier 2
Tamil Nadu,36.47,Honda,Unicorn,"? 3,41,458.00",2024,132,Electric,76.02,Third,2024,Not Available,Individual,"? 2,12,331.78",Tier 1
Punjab,46.42,Bajaj,Pulsar 150,"? 2,30,023.00",2020,940,Electric,70.67,First,2020,Expired,Dealer,"? 1,29,927.80",Tier 1
Uttar Pradesh,30.28,Honda,CBR 650R,"? 2,41,438.00",2017,937,Electric,67.66,Second,2021,Not Available,Dealer,"? 1,77,605.95",Tier 2
Madhya Pradesh,34.17,TVS,Ronin,"? 1,43,558.00",2023,979,Hybrid,89.8,Second,2024,Not Available,Individual,"? 92,784.39",Tier 3
Gujarat,42.14,Yamaha,FZ V3,"? 3,54,663.00",2017,398,Electric,88.97,Second,2018,Not Available,Dealer,"? 2,02,790.37",Tier 1
Gujarat,10.42,Kawasaki,Vulcan S,"? 1,61,376.00",2022,907,Petrol,34.93,First,2022,Active,Dealer,"? 95,123.87",Tier 2
Madhya Pradesh,74.74,Honda,CBR 650R,"? 2,14,826.00",2021,298,Electric,83.06,First,2021,Expired,Individual,"? 1,04,142.76",Tier 2
Uttar Pradesh,74.32,KTM,250 Duke,"? 1,29,860.00",2021,952,Electric,85.83,Third,2022,Not Available,Dealer,"? 94,229.64",Tier 2
Punjab,72.30,Royal Enfield,Himalayan,"? 2,35,727.00",2018,489,Hybrid,73.57,Second,2024,Expired,Dealer,"? 1,31,607.93",Tier 3
Delhi,65.89,Royal Enfield,Meteor 350,"? 62,907.00",2015,904,Petrol,41.67,First,2015,Not Available,Individual,"? 41,456.40",Tier 3
West Bengal,61.50,Yamaha,FZ V3,"? 61,809.00",2024,644,Petrol,59.14,First,2024,Expired,Dealer,"? 40,886.44",Tier 1
